player_id,drafted
cf302b4d-84f7-4124-a25d-a75eed31978b,4.8946579759786565e-18
f91837cd-4f49-4b70-963d-aeb82c6ce3da,1.0042581302603228e-18
53ec2a29-1e7d-4c6d-86d7-d60d02af8916,1.3677751924749727e-18
32402798-471c-4a54-8cb4-29cd95199014,1.620316866948302e-18
73b960f9-27b8-4431-9d23-a760e9bbc360,3.2631444139820044e-19
5247bd7c-a67b-427e-a8e8-79248e5060fe,6.516218329262698e-20
7dfdfb34-e3ab-4650-877c-8582f0674699,1.8648358786579984e-18
e7ebd32a-f567-4864-a319-384a7dce2719,1.5082517998295584e-18
0f3f27ad-aa27-4f18-b32e-7bff491efbbf,1.1007153075950144e-18
3de68227-0c33-40af-b7e8-beadbffe1fe2,1.3018679992508549e-18
9c531aaf-977e-4137-90a9-9021caff9c92,1.0649103423212801e-19
a16ec61c-20ad-4550-b3ce-fd67b25f8fe3,7.113642648428955e-18
5dabf805-dd09-44be-bff4-9771440c4126,2.6101146327382537e-18
26544ebf-a284-48b3-a2c8-dcccb0fd989a,2.28764339373304e-17
bf945870-e65c-47d9-b091-b7085aa4ccab,4.730681006701241e-19
bff62a81-ffeb-416b-bc74-87c8dfac53cf,2.169300416987258e-18
dcac95be-21a4-4d94-9e65-c59545a6e3eb,1.7973640350473462e-19
5f6273d8-6268-4244-83f8-313a52a6b566,1.6530264082187918e-17
b8a4f6dc-2e5c-49fa-80d7-b93e2c3b57d8,7.04371816799612e-20
445b7924-129f-454b-aee3-3c52de815e55,5.165063150889061e-20
e4f08c43-0ffa-4a52-b6f5-8aa91a1768bf,8.208034797550038e-19
f866f318-d725-4535-ad92-228fa1dad2b8,1.9296051715188962e-18
843bf833-1ae8-4ecc-860b-274768e342a6,1.174981642754419e-16
68fe79dc-50ba-4a49-8d5f-77e6a97efeb3,6.059968325745574e-19
f885ea07-f9b6-499c-85f0-d5adf0fcb721,8.286378172349516e-20
dbcd1575-f770-4264-8ad3-20f2d4083ced,2.369436788260766e-20
8ed1ab4a-7ccf-4c9d-b05f-d0c38f217559,5.443259439730986e-20
fa775897-37b7-456b-93ab-0b558d078854,8.374015914099249e-19
9c0b95f7-2427-4e5b-8502-4ba25d591ef7,8.816949411041681e-19
47524594-75e7-4d49-8939-1a9c4266288d,1.3932558845505946e-19
2cebf2bc-50b4-4946-888a-1d3fe7e60fc4,2.7370351187605537e-18
73490b3e-015a-4978-bf08-dfb68586dcd7,3.218626188240002e-19
2cc05146-6963-47f8-ac36-d1ac512e1c2a,1.227921512200502e-18
f196ec8f-2dac-49d4-a75b-2ccd8766c028,4.873990879254183e-19
5e8d94d8-ee66-4249-9c14-091f64827224,9.177136888945079e-20
cbff9766-444c-4b2d-8dd1-c4e7669ae8f1,5.288316998440229e-19
51d39068-bc40-4acc-8eef-cd098a959d85,6.930494807407047e-20
760401cf-eaa7-4274-b624-c89ae60f8cb7,6.288044895464296e-20
e5124527-48a4-4bae-a12f-c3a5f5b8a51e,6.126698030370403e-19
7a727e8c-2480-4e1e-808e-06ea762c6a11,9.873863161448277e-18
81b6cf6a-0aea-48d5-90b8-9e2ad33d9eb9,2.8471894419027314e-20
ce319804-fa04-4e1e-bec3-9155bd53f819,3.7984349202375867e-19
d795e6cc-9e53-49f8-b9b4-f12d4165e678,2.8558983792571157e-19
950ebb08-db51-4f80-9184-a7eec340185d,2.6412686596293435e-19
e6ee7199-c545-4c05-9a5f-50f582734e30,1.7815537410912956e-17
f2243530-d063-4dee-b5f0-7f1002d62def,9.088967276502117e-18
952fdd54-4a9b-44bf-a398-28399c34c179,2.8106165471593957e-20
f5af49f7-c053-4527-bfd8-0f5e39dc2195,2.747908214328338e-19
a3b88ef1-73da-4c57-a490-4f5aae18999b,2.0102590740328045e-19
a2abee92-4cb4-4f4e-972d-4f00c1f97a45,3.8643714273896327e-20
3433bea1-8270-492b-993a-40743ab505a5,4.508199286637286e-20
150cb466-a7cf-40fb-b812-c08c40fe1f72,2.3253548992305586e-19
933d4251-f3b5-4cbf-9c14-e7c04c1492a0,2.860224352562434e-18
a2c3eb8a-1a53-420f-bdc8-ee00e47568c1,9.353888273183113e-19
2d59a2b7-1864-4640-bf24-42d14c8fe70c,1.2467599719415737e-18
b1f3d35a-fcad-43f1-880c-1ec2f1db90fb,5.433031003740638e-19
75b338c3-4b77-4d45-89e1-931fadb1a3cf,2.7729468010604e-20
40794ceb-ef40-4441-90e3-3f5b85725996,2.0301288450684903e-19
13818a49-b70c-4d2b-9bfe-d6e0075af5c1,2.8018889911815335e-18
