player_id,drafted
cf302b4d-84f7-4124-a25d-a75eed31978b,1.3678785886927202e-17
f91837cd-4f49-4b70-963d-aeb82c6ce3da,1.918641123328397e-18
53ec2a29-1e7d-4c6d-86d7-d60d02af8916,6.080636199937755e-19
32402798-471c-4a54-8cb4-29cd95199014,1.2111896236058962e-18
73b960f9-27b8-4431-9d23-a760e9bbc360,1.8396567827322142e-19
5247bd7c-a67b-427e-a8e8-79248e5060fe,3.406332378209275e-20
7dfdfb34-e3ab-4650-877c-8582f0674699,1.366888825781978e-18
e7ebd32a-f567-4864-a319-384a7dce2719,1.2290615183953671e-18
0f3f27ad-aa27-4f18-b32e-7bff491efbbf,7.749297332741908e-19
3de68227-0c33-40af-b7e8-beadbffe1fe2,4.118594198453916e-18
9c531aaf-977e-4137-90a9-9021caff9c92,1.296614842630636e-19
a16ec61c-20ad-4550-b3ce-fd67b25f8fe3,1.1387025370833397e-18
5dabf805-dd09-44be-bff4-9771440c4126,1.2795657607163092e-18
26544ebf-a284-48b3-a2c8-dcccb0fd989a,3.3729710373333025e-17
bf945870-e65c-47d9-b091-b7085aa4ccab,4.1266943593398815e-19
bff62a81-ffeb-416b-bc74-87c8dfac53cf,7.838171357298546e-19
dcac95be-21a4-4d94-9e65-c59545a6e3eb,8.861595131649796e-20
5f6273d8-6268-4244-83f8-313a52a6b566,2.179120976152568e-17
b8a4f6dc-2e5c-49fa-80d7-b93e2c3b57d8,6.55227865719396e-20
445b7924-129f-454b-aee3-3c52de815e55,4.0006396806029106e-20
e4f08c43-0ffa-4a52-b6f5-8aa91a1768bf,6.568530570025456e-19
f866f318-d725-4535-ad92-228fa1dad2b8,3.0784080207435097e-18
843bf833-1ae8-4ecc-860b-274768e342a6,3.0655262391229846e-16
68fe79dc-50ba-4a49-8d5f-77e6a97efeb3,7.896737330393126e-19
f885ea07-f9b6-499c-85f0-d5adf0fcb721,9.164794624023102e-20
dbcd1575-f770-4264-8ad3-20f2d4083ced,3.0775701556776e-20
8ed1ab4a-7ccf-4c9d-b05f-d0c38f217559,1.8207559167418668e-19
fa775897-37b7-456b-93ab-0b558d078854,3.9083030965271567e-19
9c0b95f7-2427-4e5b-8502-4ba25d591ef7,6.535607829653061e-19
47524594-75e7-4d49-8939-1a9c4266288d,3.054213411637083e-19
2cebf2bc-50b4-4946-888a-1d3fe7e60fc4,2.6731577762223805e-18
73490b3e-015a-4978-bf08-dfb68586dcd7,9.311808516465528e-20
2cc05146-6963-47f8-ac36-d1ac512e1c2a,1.0798505052861928e-18
f196ec8f-2dac-49d4-a75b-2ccd8766c028,7.561854321690581e-19
5e8d94d8-ee66-4249-9c14-091f64827224,2.3445772984628016e-19
cbff9766-444c-4b2d-8dd1-c4e7669ae8f1,3.1390958317758533e-19
51d39068-bc40-4acc-8eef-cd098a959d85,1.145738771491093e-19
760401cf-eaa7-4274-b624-c89ae60f8cb7,1.266377534394826e-19
e5124527-48a4-4bae-a12f-c3a5f5b8a51e,7.347908608785618e-19
7a727e8c-2480-4e1e-808e-06ea762c6a11,3.726158661454737e-18
81b6cf6a-0aea-48d5-90b8-9e2ad33d9eb9,1.9636683051993767e-20
ce319804-fa04-4e1e-bec3-9155bd53f819,3.8519290580651657e-19
d795e6cc-9e53-49f8-b9b4-f12d4165e678,1.187915141562123e-19
950ebb08-db51-4f80-9184-a7eec340185d,1.532420070449974e-19
e6ee7199-c545-4c05-9a5f-50f582734e30,5.404511518847903e-17
f2243530-d063-4dee-b5f0-7f1002d62def,1.2542374228585457e-17
952fdd54-4a9b-44bf-a398-28399c34c179,1.0154222287594779e-20
f5af49f7-c053-4527-bfd8-0f5e39dc2195,3.0838293218103575e-19
a3b88ef1-73da-4c57-a490-4f5aae18999b,1.0472854185828572e-19
a2abee92-4cb4-4f4e-972d-4f00c1f97a45,1.9559443047168277e-20
3433bea1-8270-492b-993a-40743ab505a5,4.566601625528892e-20
150cb466-a7cf-40fb-b812-c08c40fe1f72,3.327883052647243e-19
933d4251-f3b5-4cbf-9c14-e7c04c1492a0,1.115361192331718e-18
a2c3eb8a-1a53-420f-bdc8-ee00e47568c1,6.825429806476075e-19
2d59a2b7-1864-4640-bf24-42d14c8fe70c,4.322729982018212e-18
b1f3d35a-fcad-43f1-880c-1ec2f1db90fb,4.678807631577602e-19
