player_id,drafted
cf302b4d-84f7-4124-a25d-a75eed31978b,9.503621869569429e-07
f91837cd-4f49-4b70-963d-aeb82c6ce3da,7.650663948984425e-07
53ec2a29-1e7d-4c6d-86d7-d60d02af8916,1.7716772340422868e-06
32402798-471c-4a54-8cb4-29cd95199014,7.58733775430659e-07
73b960f9-27b8-4431-9d23-a760e9bbc360,2.9146745460370226e-06
5247bd7c-a67b-427e-a8e8-79248e5060fe,3.471852250766057e-06
7dfdfb34-e3ab-4650-877c-8582f0674699,1.4781324954489322e-06
e7ebd32a-f567-4864-a319-384a7dce2719,2.3055612967054927e-06
0f3f27ad-aa27-4f18-b32e-7bff491efbbf,7.395946744200327e-07
3de68227-0c33-40af-b7e8-beadbffe1fe2,1.7266616013222675e-06
9c531aaf-977e-4137-90a9-9021caff9c92,3.414879174107727e-06
a16ec61c-20ad-4550-b3ce-fd67b25f8fe3,1.8849880040778756e-06
5dabf805-dd09-44be-bff4-9771440c4126,2.8509123644317014e-06
26544ebf-a284-48b3-a2c8-dcccb0fd989a,3.861906648954203e-06
bf945870-e65c-47d9-b091-b7085aa4ccab,2.2591069376571554e-06
bff62a81-ffeb-416b-bc74-87c8dfac53cf,2.03972050093272e-06
dcac95be-21a4-4d94-9e65-c59545a6e3eb,1.0093391123529919e-06
5f6273d8-6268-4244-83f8-313a52a6b566,3.104873144923032e-06
b8a4f6dc-2e5c-49fa-80d7-b93e2c3b57d8,1.5914518615689972e-06
445b7924-129f-454b-aee3-3c52de815e55,1.7075674983729552e-06
e4f08c43-0ffa-4a52-b6f5-8aa91a1768bf,1.3311174125075922e-06
f866f318-d725-4535-ad92-228fa1dad2b8,1.022869548384841e-06
843bf833-1ae8-4ecc-860b-274768e342a6,2.9521903892134316e-06
68fe79dc-50ba-4a49-8d5f-77e6a97efeb3,3.2935925614841553e-06
f885ea07-f9b6-499c-85f0-d5adf0fcb721,2.1355521424816824e-06
dbcd1575-f770-4264-8ad3-20f2d4083ced,2.092970029554878e-06
8ed1ab4a-7ccf-4c9d-b05f-d0c38f217559,1.942109520460095e-06
fa775897-37b7-456b-93ab-0b558d078854,2.163205631852251e-06
9c0b95f7-2427-4e5b-8502-4ba25d591ef7,9.014655382243991e-07
47524594-75e7-4d49-8939-1a9c4266288d,4.148106448063065e-06
2cebf2bc-50b4-4946-888a-1d3fe7e60fc4,6.913735827286e-07
